STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
LGN,D,41,M FLOW,19970925 0000,19970925 0000,278, ,CFS
LGN,D,41,M FLOW,19970926 0000,19970926 0000,281, ,CFS
LGN,D,41,M FLOW,19970927 0000,19970927 0000,280, ,CFS
LGN,D,41,M FLOW,19970928 0000,19970928 0000,289, ,CFS
LGN,D,41,M FLOW,19970929 0000,19970929 0000,278, ,CFS
LGN,D,41,M FLOW,19970930 0000,19970930 0000,293, ,CFS
LGN,D,41,M FLOW,19971001 0000,19971001 0000,329, ,CFS
LGN,D,41,M FLOW,19971002 0000,19971002 0000,317, ,CFS
LGN,D,41,M FLOW,19971003 0000,19971003 0000,319, ,CFS
LGN,D,41,M FLOW,19971004 0000,19971004 0000,318, ,CFS
LGN,D,41,M FLOW,19971005 0000,19971005 0000,318, ,CFS
LGN,D,41,M FLOW,19971006 0000,19971006 0000,434, ,CFS
LGN,D,41,M FLOW,19971007 0000,19971007 0000,912, ,CFS
LGN,D,41,M FLOW,19971008 0000,19971008 0000,916, ,CFS
LGN,D,41,M FLOW,19971009 0000,19971009 0000,941, ,CFS
LGN,D,41,M FLOW,19971010 0000,19971010 0000,909, ,CFS
LGN,D,41,M FLOW,19971011 0000,19971011 0000,491, ,CFS
LGN,D,41,M FLOW,19971012 0000,19971012 0000,463, ,CFS
LGN,D,41,M FLOW,19971013 0000,19971013 0000,483, ,CFS
LGN,D,41,M FLOW,19971014 0000,19971014 0000,450, ,CFS
LGN,D,41,M FLOW,19971015 0000,19971015 0000,362, ,CFS
LGN,D,41,M FLOW,19971016 0000,19971016 0000,408, ,CFS
LGN,D,41,M FLOW,19971017 0000,19971017 0000,425, ,CFS
LGN,D,41,M FLOW,19971018 0000,19971018 0000,415, ,CFS
LGN,D,41,M FLOW,19971019 0000,19971019 0000,377, ,CFS
LGN,D,41,M FLOW,19971020 0000,19971020 0000,344, ,CFS
LGN,D,41,M FLOW,19971021 0000,19971021 0000,334, ,CFS
LGN,D,41,M FLOW,19971022 0000,19971022 0000,340, ,CFS
LGN,D,41,M FLOW,19971023 0000,19971023 0000,337, ,CFS
LGN,D,41,M FLOW,19971024 0000,19971024 0000,345, ,CFS
LGN,D,41,M FLOW,19971025 0000,19971025 0000,425, ,CFS
LGN,D,41,M FLOW,19971026 0000,19971026 0000,388, ,CFS
LGN,D,41,M FLOW,19971027 0000,19971027 0000,403, ,CFS
LGN,D,41,M FLOW,19971028 0000,19971028 0000,376, ,CFS
LGN,D,41,M FLOW,19971029 0000,19971029 0000,378, ,CFS
LGN,D,41,M FLOW,19971030 0000,19971030 0000,418, ,CFS
LGN,D,41,M FLOW,19971031 0000,19971031 0000,389, ,CFS
LGN,D,41,M FLOW,19971101 0000,19971101 0000,371, ,CFS
LGN,D,41,M FLOW,19971102 0000,19971102 0000,367, ,CFS
LGN,D,41,M FLOW,19971103 0000,19971103 0000,402, ,CFS
LGN,D,41,M FLOW,19971104 0000,19971104 0000,434, ,CFS
LGN,D,41,M FLOW,19971105 0000,19971105 0000,408, ,CFS
